timestamp,x,y,qx,qy,qz,qw
1739223081.5918806,4.060291387749855,-3.0638392501725856e-06,0.00015705900516283758,0.012916957323963418,5.0029613286230514e-05,0.999916559040302
1739223084.1576285,4.06006906652497,-5.895924625761309e-06,0.0002951043337480157,0.0006597948956906143,7.975478892883293e-05,0.9999997356116158
1739223086.775445,4.060096731107483,-6.27961294011905e-06,0.0003132109955768888,0.0004914562057481345,0.00010851641571496633,0.9999998242969135
1739223089.3591428,4.060209621113356,-7.477980431425794e-06,0.0003679861177177606,0.004597729879523334,0.0001360126681336835,0.9999893534266885
1739223091.988134,4.060220674541832,-1.127449230810379e-06,5.862398968404473e-05,0.003520293399264731,0.00016448016104505085,0.9999937885026524
1739223094.671384,4.060246796978067,-9.665043991462108e-07,5.0508562886133596e-05,0.003343624408705948,0.0001914132429041548,0.9999943904771013
1739223097.2151637,4.060276666692998,-1.7103046742303702e-07,1.506375255847449e-05,0.0033463473499121387,0.00021843008465984357,0.9999943769945887
1739223099.8769374,4.060306363569482,-8.507167374569798e-08,1.1439767816852259e-05,0.003346176768454685,0.00024549682197932314,0.9999943713348972
1739223102.5176036,4.060336231683746,-1.3734700568231605e-07,1.4899593244908894e-05,0.003345791317132593,0.00027257912631789544,0.9999943655636687
1739223105.1040215,4.06036592416955,-4.350194578547626e-08,1.1119195382725103e-05,0.0033480437286320243,0.00029964423188602775,0.9999943503304851
1739223107.998977,4.060395732276278,-8.082057284611201e-08,1.3874799901569025e-05,0.003348955755373803,0.0003267312088979206,0.999994338758753
1739223110.6267571,4.060425504261189,-1.9790955923912434e-08,1.2065936366054464e-05,0.0033492027144582416,0.00035379932248617624,0.9999943287447334
1739223114.0925004,4.035017416047603,-0.003468725861344379,0.0007120919666822587,0.0032263609695241213,-0.21215405193513784,0.977230649216155
1739223118.018093,4.124909289143953,-0.15940509175887435,0.001992419323171969,0.002506338093077346,-0.6139169779762966,0.7893641065357958
1739223121.4769912,4.1922644560929125,-0.6509937111968868,0.0021287692309086724,0.002453250563872741,-0.6695448437038665,0.7427645334645413
1739223124.6337261,4.210565103383976,-1.1503285458379346,0.002355842486557709,0.00221132453511092,-0.7185325195882969,0.6954858577599351
1739223127.8614943,4.197652480633355,-1.6501134664552881,0.0024241739721109967,0.0023066336728267095,-0.7018531650390436,0.7123137914896281
1739223131.2537382,4.225712414985751,-2.1488051193241633,0.00211819806594337,0.002475715955117575,-0.6808655421007469,0.7324011862683724
1739223134.7622313,4.293542510802309,-2.637974595793249,0.002123629141319704,0.0024513544149759826,-0.6262572691517898,0.7796097189590091
1739223138.3609223,4.406949864771819,-3.1231374163843495,0.0020056641099699592,0.002545532393175992,-0.6011844728689191,0.7991037023801312
1739223141.8453655,4.544912964864591,-3.5927787833811626,0.0018753051724556971,0.0027184281364882796,-0.6041324014497296,0.7968771140505665
1739223145.0219538,4.581050839594373,-4.080456072907903,0.0022553590778212353,0.002361869483219839,-0.7222354669847175,0.691639548578117
1739223148.3899407,4.558446356912075,-4.58000036735637,0.0022529094445727623,0.002357665139911404,-0.7113979872011285,0.7027818079747835
1739223151.4498136,4.565232439927486,-5.079968731908967,0.002278557518058069,0.002278457400586522,-0.6996001490806836,0.7145272900413223
1739223154.5409205,4.567730586059577,-5.579846603986968,0.002296248209351324,0.002259603835533155,-0.710795932227567,0.7033909042370476
1739223157.932839,4.564063001608165,-6.079814254651809,0.0022574691545693896,0.0023609840631541746,-0.7066824128841367,0.7075233543195055
1739223161.0770807,4.566123779390714,-6.579807250729998,0.0023158289665215137,0.0022523445570447743,-0.706077016932093,0.708127679193852
1739223164.4228857,4.566124431065405,-7.079633560539758,0.002245068308731883,0.002382673898016442,-0.7078024670217966,0.7064028243228107
1739223167.7605553,4.563189256193863,-7.579462487081849,0.0024552652721811364,0.002225871338637786,-0.709993667752101,0.7042002619433951
1739223170.8615336,4.5515285656983115,-8.07912508798262,0.002307615719072285,0.0023383584590863024,-0.7154185287195622,0.6986884396883543
