timestamp,x,y,qx,qy,qz,qw
1739222371.1383069,4.059998470673128,2.9727597280331596e-07,0.0,0.0,1.6230038848398483e-07,0.9999999999999868
1739222375.340307,4.069600871525762,0.018568845295180277,0.0,0.0,-0.29318367880561935,0.9560561335413331
1739222375.940307,4.151311409823102,-0.1366435470048464,0.0,0.0,-0.5477849575365773,0.8366191728000562
1739222377.143307,4.296624180134788,-0.6901090401074687,0.0,0.0,-0.5630217393640252,0.8264420856923416
1739222378.341307,4.560866153744129,-1.209407184841174,0.0,0.0,-0.5172685851531015,0.8558231188824643
1739222379.542307,4.841073401046179,-1.7332888704001588,0.0,0.0,-0.5094350159069693,0.8605091310194599
1739222380.742307,5.145015217085615,-2.2384801945664456,0.0,0.0,-0.46470462026118114,0.8854657621319479
1739222382.143307,5.501785062324729,-2.717066475802159,0.0,0.0,-0.4187617939075998,0.9080961182404035
1739222383.3433068,5.876576243696158,-3.1134222834629446,0.0,0.0,-0.36816446007120157,0.9297606844454548
1739222385.7443068,6.238676862769058,-3.462265749546932,0.0,0.0,-0.42033734306374304,0.9073679066542486
1739222392.1483068,6.53340922402145,-3.892783841059395,0.0,0.0,-0.585616111177819,0.8105885333071079
1739222393.146307,6.536756968806891,-4.276580299660691,0.0,0.0,-0.7907336961204157,0.612160290953069
1739222394.3463068,6.357855276629339,-4.839332444495697,0.0,0.0,-0.8002953825304142,0.599605954523884
1739222395.347307,6.229249185142432,-5.32362210496835,0.0,0.0,-0.7855765311754322,0.6187645058229949
1739222396.5463068,6.067635844662003,-5.891597297282825,0.0,0.0,-0.801347581687253,0.598199008126887
1739222397.746307,5.898616524212376,-6.4626874182006295,0.0,0.0,-0.8024912734039714,0.5966638552069938
1739222398.9473069,5.724637159650499,-7.0332991102283815,0.0,0.0,-0.7950381617573522,0.6065594128768346
1739222400.1493068,5.547759035031289,-7.598227901729042,0.0,0.0,-0.8128577244693975,0.5824622904278293
1739222401.350307,5.353226651697793,-8.167133156755714,0.0,0.0,-0.8147237391365427,0.5798493156737973
1739222402.5503068,5.146232879252635,-8.722124487774716,0.0,0.0,-0.8289462039132601,0.5593283391870966
1739222403.749307,4.920354086388514,-9.271704012954514,0.0,0.0,-0.8375897342042808,0.5462997685846136
1739222404.950307,4.715725711889784,-9.781196522692474,0.0,0.0,-0.7463712357993773,0.6655298478440393
1739222406.1513069,4.732524226621105,-10.378868551203714,0.0,0.0,-0.6801271086901035,0.7330942067871223
1739222407.3523068,4.746786714561042,-10.985700832444634,0.0,0.0,-0.7130352311691056,0.7011282044759147
1739222408.554307,4.739127250743527,-11.58300079481765,0.0,0.0,-0.7077537653481227,0.7064592045090462
1739222409.7543068,4.738838952022201,-12.17966842442969,0.0,0.0,-0.7086028747927228,0.70560751543297
1739222410.9553068,4.736279817338743,-12.766789038575553,0.0,0.0,-0.7085107191724951,0.7057000501754791
1739222412.1553068,4.744512251571246,-13.38362389724856,0.0,0.0,-0.7070793789872503,0.7071341823239805
1739222413.3553069,4.725385432935395,-13.980322567728258,0.0,0.0,-0.7227002924442469,0.6911615493508011
1739222414.555307,4.708326070859307,-14.568364646399806,0.0,0.0,-0.718644138220579,0.6953780285579932
1739222415.756307,4.686876568465924,-15.177277538506676,0.0,0.0,-0.7306953991022308,0.682703620710211
1739222416.9583068,4.581352208128597,-15.758036240595505,0.0,0.0,-0.7906166950948482,0.6123113925424708
1739222418.157307,4.420303619281818,-16.3221353971053,0.0,0.0,-0.809941374198665,0.5865108441974268
1739222419.357307,4.4019309712739325,-16.88904515226692,0.0,0.0,-0.6708690717940125,0.741575814404866
1739222420.558307,4.458543360738648,-17.481658018208435,0.0,0.0,-0.697439689400487,0.716643481550591
1739222421.759307,4.45749398409943,-18.079570932379205,0.0,0.0,-0.7000368999827647,0.7141066717672652
1739222422.9583068,4.49969280651617,-18.67444614120421,0.0,0.0,-0.6787330492437273,0.734385081455439
1739222424.1393068,4.582630621983411,-19.252903318716243,0.0,0.0,-0.677139028740649,0.7358551051369899
1739222425.338307,4.654952644624704,-19.83947413811773,0.0,0.0,-0.6194050417176165,0.7850715854588025
1739222426.5393069,4.779339184401433,-20.425252103592133,0.0,0.0,-0.6412869496667394,0.7673011456964788
1739222427.7413068,4.903706269621473,-21.01951752104532,0.0,0.0,-0.6353027034378214,0.7722632161411002
1739222428.942307,5.03677384278864,-21.601337149415283,0.0,0.0,-0.6083740347009117,0.793650448183414
1739222430.143307,5.2255107277793025,-22.151506946851722,0.0,0.0,-0.5763587074133655,0.817196818635997
1739222431.1423068,5.3892541788037915,-22.62561206127278,0.0,0.0,-0.5721450466797096,0.8201524526329681
1739222432.3423069,5.616604454886267,-23.178939313196903,0.0,0.0,-0.5263541008156319,0.8502654647547244
1739222433.544307,5.8849274054430225,-23.70255385398954,0.0,0.0,-0.5146413498662024,0.8574055522376172
1739222434.7433069,6.17044705986118,-24.22181915102772,0.0,0.0,-0.4922708461335871,0.8704420796623531
1739222435.943307,6.480345848267126,-24.736173575533652,0.0,0.0,-0.473470700230543,0.8808095685352194
1739222437.144307,6.82754858641979,-25.207232988370507,0.0,0.0,-0.42790581160870245,0.9038233325111151
1739222438.3453069,7.221368965701869,-25.61455701847855,0.0,0.0,-0.36405318671446407,0.9313781601707459
1739222439.748307,7.614111340827969,-25.97665328024947,0.0,0.0,-0.37754579456502246,0.9259909141056762
1739222441.3463068,7.986010261452969,-26.381061244457285,0.0,0.0,-0.4093058405123605,0.9123972429388802
