elapsed time,timestamp,topic,value
28.568,1739217013.232000000,/pose.pose.pose.position.x,4.060297081676364
51.564,1739217036.228000000,/pose.pose.pose.position.x,3.9457826787531878
53.469,1739217038.133000000,/pose.pose.pose.position.x,3.9540799713272365
55.659,1739217040.323000000,/pose.pose.pose.position.x,3.979640382034861
59.17,1739217043.834000000,/pose.pose.pose.position.x,3.8020388120985413
62.164,1739217046.828000000,/pose.pose.pose.position.x,3.742404394870917
64.702,1739217049.366000000,/pose.pose.pose.position.x,3.7113836861986256
67.409,1739217052.073000000,/pose.pose.pose.position.x,3.7027080128847825
70.6,1739217055.264000000,/pose.pose.pose.position.x,3.7359009298038677
73.86,1739217058.524000000,/pose.pose.pose.position.x,3.728682694236806
76.413,1739217061.077000000,/pose.pose.pose.position.x,3.7305688354848496
79.567,1739217064.231000000,/pose.pose.pose.position.x,3.7318100795985645
82.532,1739217067.196000000,/pose.pose.pose.position.x,3.7283562591483412
85.2,1739217069.864000000,/pose.pose.pose.position.x,3.7177654584882833
88.194,1739217072.858000000,/pose.pose.pose.position.x,3.704217480396413
91.59,1739217076.254000000,/pose.pose.pose.position.x,3.7043992716173704
96.678,1739217081.342000000,/pose.pose.pose.position.x,3.69773218866488
99.994,1739217084.658000000,/pose.pose.pose.position.x,3.7107575435009905
106.062,1739217090.726000000,/pose.pose.pose.position.x,3.705704574728146
106.994,1739217091.658000000,/pose.pose.pose.position.x,3.7154026981714425
108.092,1739217092.756000000,/pose.pose.pose.position.x,3.696924751002335
113.096,1739217097.760000000,/pose.pose.pose.position.x,3.6798944222194154
114.792,1739217099.456000000,/pose.pose.pose.position.x,3.611376043585664
123.116,1739217107.780000000,/pose.pose.pose.position.x,3.5154154969256224
134.135,1739217118.799000000,/pose.pose.pose.position.x,3.3015342089283086
136.865,1739217121.529000000,/pose.pose.pose.position.x,3.29789230644184
138.227,1739217122.891000000,/pose.pose.pose.position.x,3.3112059737182453
140.364,1739217125.028000000,/pose.pose.pose.position.x,3.3416526190323332
145.265,1739217129.929000000,/pose.pose.pose.position.x,3.348519952235877
149.463,1739217134.127000000,/pose.pose.pose.position.x,3.4752679503082256
153.42,1739217138.084000000,/pose.pose.pose.position.x,3.6057156072888574
158.075,1739217142.739000000,/pose.pose.pose.position.x,3.7970272036218944
161.45,1739217146.114000000,/pose.pose.pose.position.x,3.949729051257723
165.762,1739217150.426000000,/pose.pose.pose.position.x,4.140618666942428
169.987,1739217154.651000000,/pose.pose.pose.position.x,4.399671299682268
173.909,1739217158.573000000,/pose.pose.pose.position.x,4.737192198261465
178.523,1739217163.187000000,/pose.pose.pose.position.x,5.139425313293892
183.137,1739217167.801000000,/pose.pose.pose.position.x,5.537415037015864
187.384,1739217172.048000000,/pose.pose.pose.position.x,5.874362572410601
191.931,1739217176.595000000,/pose.pose.pose.position.x,6.22995702359617
198.09,1739217182.754000000,/pose.pose.pose.position.x,6.618416139928453
204.728,1739217189.392000000,/pose.pose.pose.position.x,6.9761193969905655
214.829,1739217199.493000000,/pose.pose.pose.position.x,7.322993256841982
225.734,1739217210.398000000,/pose.pose.pose.position.x,7.68020908908429
239.71,1739217224.374000000,/pose.pose.pose.position.x,8.039841218211945
253.395,1739217238.059000000,/pose.pose.pose.position.x,8.397682960278352
267.087,1739217251.751000000,/pose.pose.pose.position.x,8.750782232183749
281.532,1739217266.196000000,/pose.pose.pose.position.x,9.112667260046067
296.753,1739217281.417000000,/pose.pose.pose.position.x,9.47338454202899
29.209,1739217013.873000000,/waffle/pose.pose.position.x,4.060604685781501
30.975,1739217015.639000000,/waffle/pose.pose.position.x,4.060089754169734
33.022,1739217017.686000000,/waffle/pose.pose.position.x,4.0600293782888635
35.27,1739217019.934000000,/waffle/pose.pose.position.x,4.060090285857776
37.189,1739217021.853000000,/waffle/pose.pose.position.x,4.060138626537737
39.15,1739217023.814000000,/waffle/pose.pose.position.x,4.060204246407946
41.057,1739217025.721000000,/waffle/pose.pose.position.x,4.060241285500372
43.167,1739217027.831000000,/waffle/pose.pose.position.x,4.060270972227244
45.161,1739217029.825000000,/waffle/pose.pose.position.x,4.060300653678591
47.283,1739217031.947000000,/waffle/pose.pose.position.x,4.060330485582093
49.372,1739217034.036000000,/waffle/pose.pose.position.x,4.054997450857992
52.069,1739217036.733000000,/waffle/pose.pose.position.x,3.958551687693599
54.951,1739217039.615000000,/waffle/pose.pose.position.x,3.9948677689725827
57.878,1739217042.542000000,/waffle/pose.pose.position.x,3.8856710132728445
60.911,1739217045.575000000,/waffle/pose.pose.position.x,3.7753322752197747
63.712,1739217048.376000000,/waffle/pose.pose.position.x,3.7489783250973177
66.208,1739217050.872000000,/waffle/pose.pose.position.x,3.7345020307153947
